id,character,default_instruct_ja,attack_instruct_ja,ultimate_instruct_ja,hurt_instruct_ja,death_instruct_ja
b2-popp,何布,豊永利行の軽妙な中高音。お調子者の早口、情けなく震える弱音から、覚悟を決めた時の張り詰めた叫びまで振れ幅が大きい。通常時の話し方。特定の実在人物の声を模倣しない。,豊永利行の軽妙な中高音。お調子者の早口、情けなく震える弱音から、覚悟を決めた時の張り詰めた叫びまで振れ幅が大きい。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,豊永利行の軽妙な中高音。お調子者の早口、情けなく震える弱音から、覚悟を決めた時の張り詰めた叫びまで振れ幅が大きい。逃げ腰の弱音を振り切り仲間の前に立つ覚悟の叫び（第30話「ポップの覚悟」）。特定の実在人物の声を模倣しない。,豊永利行の軽妙な中高音。お調子者の早口、情けなく震える弱音から、覚悟を決めた時の張り詰めた叫びまで振れ幅が大きい。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,豊永利行の軽妙な中高音。お調子者の早口、情けなく震える弱音から、覚悟を決めた時の張り詰めた叫びまで振れ幅が大きい。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-rem,蕾姆,水瀬いのりの澄んだ高めの声。丁寧語の落ち着いた抑揚で、感情を抑えた冷たい淡々さと、スバルへ向ける甘く震える献身の熱の二面性。通常時の話し方。特定の実在人物の声を模倣しない。,水瀬いのりの澄んだ高めの声。丁寧語の落ち着いた抑揚で、感情を抑えた冷たい淡々さと、スバルへ向ける甘く震える献身の熱の二面性。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,水瀬いのりの澄んだ高めの声。丁寧語の落ち着いた抑揚で、感情を抑えた冷たい淡々さと、スバルへ向ける甘く震える献身の熱の二面性。「レムは、スバルくんを愛しています」— 静かな丁寧語のまま溢れる献身。特定の実在人物の声を模倣しない。,水瀬いのりの澄んだ高めの声。丁寧語の落ち着いた抑揚で、感情を抑えた冷たい淡々さと、スバルへ向ける甘く震える献身の熱の二面性。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,水瀬いのりの澄んだ高めの声。丁寧語の落ち着いた抑揚で、感情を抑えた冷たい淡々さと、スバルへ向ける甘く震える献身の熱の二面性。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-rin,遠坂凜,張りのある中音域の少女声。優等生然としたキリッとした滑舌で、ツンとした早口の説教口調から油断した瞬間の素の砕けた声まで振れ幅が大きい。通常時の話し方。特定の実在人物の声を模倣しない。,張りのある中音域の少女声。優等生然としたキリッとした滑舌で、ツンとした早口の説教口調から油断した瞬間の素の砕けた声まで振れ幅が大きい。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,張りのある中音域の少女声。優等生然としたキリッとした滑舌で、ツンとした早口の説教口調から油断した瞬間の素の砕けた声まで振れ幅が大きい。ツンデレ的な取り繕い：自信満々に啖呵を切った直後に失敗して「……ま、まあ、悪くないじゃない」と強がる照れ隠し。特定の実在人物の声を模倣しない。,張りのある中音域の少女声。優等生然としたキリッとした滑舌で、ツンとした早口の説教口調から油断した瞬間の素の砕けた声まで振れ幅が大きい。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,張りのある中音域の少女声。優等生然としたキリッとした滑舌で、ツンとした早口の説教口調から油断した瞬間の素の砕けた声まで振れ幅が大きい。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-shadow,闇影,シド時は軽い青年のモブ声だが、シャドウ時は喉を絞った低音で芝居がかった重厚なナレーション調に切り替わる。意図的な中二病の大仰さと、内心の軽薄なツッコミの二層構造。通常時の話し方。特定の実在人物の声を模倣しない。,シド時は軽い青年のモブ声だが、シャドウ時は喉を絞った低音で芝居がかった重厚なナレーション調に切り替わる。意図的な中二病の大仰さと、内心の軽薄なツッコミの二層構造。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,シド時は軽い青年のモブ声だが、シャドウ時は喉を絞った低音で芝居がかった重厚なナレーション調に切り替わる。意図的な中二病の大仰さと、内心の軽薄なツッコミの二層構造。決め台詞「アイ・アム・アトミック」——静かに溜めてから世界を焼き払う陶酔の低音。特定の実在人物の声を模倣しない。,シド時は軽い青年のモブ声だが、シャドウ時は喉を絞った低音で芝居がかった重厚なナレーション調に切り替わる。意図的な中二病の大仰さと、内心の軽薄なツッコミの二層構造。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,シド時は軽い青年のモブ声だが、シャドウ時は喉を絞った低音で芝居がかった重厚なナレーション調に切り替わる。意図的な中二病の大仰さと、内心の軽薄なツッコミの二層構造。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-shinchan,野原新之助,鼻にかかったハスキーで低めの5歳児声。間延びした「オラ〜」の語尾と、大人びた言い回しをのんびり平坦に言う脱力感。通常時の話し方。特定の実在人物の声を模倣しない。,鼻にかかったハスキーで低めの5歳児声。間延びした「オラ〜」の語尾と、大人びた言い回しをのんびり平坦に言う脱力感。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,鼻にかかったハスキーで低めの5歳児声。間延びした「オラ〜」の語尾と、大人びた言い回しをのんびり平坦に言う脱力感。能天気なマイペース：「オラ、しんのすけ！」の自己紹介やお尻を出しての「ぶりぶり〜」のふざけた上機嫌。特定の実在人物の声を模倣しない。,鼻にかかったハスキーで低めの5歳児声。間延びした「オラ〜」の語尾と、大人びた言い回しをのんびり平坦に言う脱力感。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,鼻にかかったハスキーで低めの5歳児声。間延びした「オラ〜」の語尾と、大人びた言い回しをのんびり平坦に言う脱力感。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-sinbad,辛巴達,艶のある低音のバリトン。王者らしい余裕と包容力のある語り、酔っぱらいや軽口ではくだけた愛嬌ある調子に崩れる。通常時の話し方。特定の実在人物の声を模倣しない。,艶のある低音のバリトン。王者らしい余裕と包容力のある語り、酔っぱらいや軽口ではくだけた愛嬌ある調子に崩れる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,艶のある低音のバリトン。王者らしい余裕と包容力のある語り、酔っぱらいや軽口ではくだけた愛嬌ある調子に崩れる。宴会で人を懐柔する豪快な笑いと、王として決断を下す時の静かな威圧。特定の実在人物の声を模倣しない。,艶のある低音のバリトン。王者らしい余裕と包容力のある語り、酔っぱらいや軽口ではくだけた愛嬌ある調子に崩れる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,艶のある低音のバリトン。王者らしい余裕と包容力のある語り、酔っぱらいや軽口ではくだけた愛嬌ある調子に崩れる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-takopi,章魚嗶,極端に高い甲高いマスコット声。語尾の「〜っピ」で無邪気にはしゃぐ一方、事態を理解できず戸惑う時の震える幼い声。通常時の話し方。特定の実在人物の声を模倣しない。,極端に高い甲高いマスコット声。語尾の「〜っピ」で無邪気にはしゃぐ一方、事態を理解できず戸惑う時の震える幼い声。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,極端に高い甲高いマスコット声。語尾の「〜っピ」で無邪気にはしゃぐ一方、事態を理解できず戸惑う時の震える幼い声。「ハッピーにするっピ！」の純真な張り切りと、取り返しのつかない結果を前にした泣き声混じりの困惑。特定の実在人物の声を模倣しない。,極端に高い甲高いマスコット声。語尾の「〜っピ」で無邪気にはしゃぐ一方、事態を理解できず戸惑う時の震える幼い声。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,極端に高い甲高いマスコット声。語尾の「〜っピ」で無邪気にはしゃぐ一方、事態を理解できず戸惑う時の震える幼い声。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-touka,托卡・史考特,加藤渉：軽薄で調子のいい農夫の少年声、スケベな欲望を隠さないハイテンションな喚き。土岐隼一：勇者シオンの体に入った後の、爽やかな勇者声で中身の下品さを喋る落差。通常時の話し方。特定の実在人物の声を模倣しない。,加藤渉：軽薄で調子のいい農夫の少年声、スケベな欲望を隠さないハイテンションな喚き。土岐隼一：勇者シオンの体に入った後の、爽やかな勇者声で中身の下品さを喋る落差。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,加藤渉：軽薄で調子のいい農夫の少年声、スケベな欲望を隠さないハイテンションな喚き。土岐隼一：勇者シオンの体に入った後の、爽やかな勇者声で中身の下品さを喋る落差。落とし穴に勇者を落として慌てふためく絶叫と、ニーソックスへの執着を熱弁する開き直り。特定の実在人物の声を模倣しない。,加藤渉：軽薄で調子のいい農夫の少年声、スケベな欲望を隠さないハイテンションな喚き。土岐隼一：勇者シオンの体に入った後の、爽やかな勇者声で中身の下品さを喋る落差。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,加藤渉：軽薄で調子のいい農夫の少年声、スケベな欲望を隠さないハイテンションな喚き。土岐隼一：勇者シオンの体に入った後の、爽やかな勇者声で中身の下品さを喋る落差。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-uncle,異世界舅舅,子安武人の艶のある中低音を、覇気のない鼻声気味のボソボソした喋りに崩した中年声。セガ愛を語る時だけ早口で熱がこもる。通常時の話し方。特定の実在人物の声を模倣しない。,子安武人の艶のある中低音を、覇気のない鼻声気味のボソボソした喋りに崩した中年声。セガ愛を語る時だけ早口で熱がこもる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,子安武人の艶のある中低音を、覇気のない鼻声気味のボソボソした喋りに崩した中年声。セガ愛を語る時だけ早口で熱がこもる。エルフの好意にまったく気づかず淡々と客対応するズレた鈍感さと、セガサターンを語る時の唐突な熱弁。特定の実在人物の声を模倣しない。,子安武人の艶のある中低音を、覇気のない鼻声気味のボソボソした喋りに崩した中年声。セガ愛を語る時だけ早口で熱がこもる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,子安武人の艶のある中低音を、覇気のない鼻声気味のボソボソした喋りに崩した中年声。セガ愛を語る時だけ早口で熱がこもる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-yogiri,高遠夜霧,気怠げで抑揚の少ない低めの青年声。眠そうな脱力した独り言調で、感情を乗せずに「死ね」と言い切る冷たさ。通常時の話し方。特定の実在人物の声を模倣しない。,気怠げで抑揚の少ない低めの青年声。眠そうな脱力した独り言調で、感情を乗せずに「死ね」と言い切る冷たさ。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,気怠げで抑揚の少ない低めの青年声。眠そうな脱力した独り言調で、感情を乗せずに「死ね」と言い切る冷たさ。欠伸混じりの無関心のまま、脅威に対して淡々と「死ね」と告げる瞬間。特定の実在人物の声を模倣しない。,気怠げで抑揚の少ない低めの青年声。眠そうな脱力した独り言調で、感情を乗せずに「死ね」と言い切る冷たさ。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,気怠げで抑揚の少ない低めの青年声。眠そうな脱力した独り言調で、感情を乗せずに「死ね」と言い切る冷たさ。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
b2-zenitsu,我妻善逸,喉を裂くような甲高い泣き喚きと早口の弱音が基本。眠って戦う時は一転して低く静かな呼吸音混じりの落ち着いた声。通常時の話し方。特定の実在人物の声を模倣しない。,喉を裂くような甲高い泣き喚きと早口の弱音が基本。眠って戦う時は一転して低く静かな呼吸音混じりの落ち着いた声。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,喉を裂くような甲高い泣き喚きと早口の弱音が基本。眠って戦う時は一転して低く静かな呼吸音混じりの落ち着いた声。「死にたくない！」の情けない絶叫から、気絶後の「雷の呼吸 壱ノ型 霹靂一閃」の静かな集中への急転。特定の実在人物の声を模倣しない。,喉を裂くような甲高い泣き喚きと早口の弱音が基本。眠って戦う時は一転して低く静かな呼吸音混じりの落ち着いた声。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,喉を裂くような甲高い泣き喚きと早口の弱音が基本。眠って戦う時は一転して低く静かな呼吸音混じりの落ち着いた声。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-01-20260907,武藤遊戲,表の遊戯は柔らかく高めの少年声、闇遊戯（アテム）は同じ声優が喉を落とした張りのある中低音。デュエル中は一語一語を区切って言い切る、決め台詞型の演劇的な口調。通常時の話し方。特定の実在人物の声を模倣しない。,表の遊戯は柔らかく高めの少年声、闇遊戯（アテム）は同じ声優が喉を落とした張りのある中低音。デュエル中は一語一語を区切って言い切る、決め台詞型の演劇的な口調。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,表の遊戯は柔らかく高めの少年声、闇遊戯（アテム）は同じ声優が喉を落とした張りのある中低音。デュエル中は一語一語を区切って言い切る、決め台詞型の演劇的な口調。闇遊戯の「俺のターン、ドロー！」／「ブラック・マジシャン！」の召喚宣言特定の実在人物の声を模倣しない。,表の遊戯は柔らかく高めの少年声、闇遊戯（アテム）は同じ声優が喉を落とした張りのある中低音。デュエル中は一語一語を区切って言い切る、決め台詞型の演劇的な口調。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,表の遊戯は柔らかく高めの少年声、闇遊戯（アテム）は同じ声優が喉を落とした張りのある中低音。デュエル中は一語一語を区切って言い切る、決め台詞型の演劇的な口調。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-02-20260907,八神庵,掠れた低音で吐き捨てるような荒々しい男声。抑えた唸りから一気に爆発する狂気じみた高笑い、言葉は短く冷たい。通常時の話し方。特定の実在人物の声を模倣しない。,掠れた低音で吐き捨てるような荒々しい男声。抑えた唸りから一気に爆発する狂気じみた高笑い、言葉は短く冷たい。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,掠れた低音で吐き捨てるような荒々しい男声。抑えた唸りから一気に爆発する狂気じみた高笑い、言葉は短く冷たい。「泣け！叫べ！そして死ね！」の狂気の咆哮／勝利時の嘲笑特定の実在人物の声を模倣しない。,掠れた低音で吐き捨てるような荒々しい男声。抑えた唸りから一気に爆発する狂気じみた高笑い、言葉は短く冷たい。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,掠れた低音で吐き捨てるような荒々しい男声。抑えた唸りから一気に爆発する狂気じみた高笑い、言葉は短く冷たい。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-03-20260907,不知火舞,艶のある明るい中音域の女性声。語尾を伸ばす色っぽい甘さと、くノ一らしい快活で勝ち気な張りが同居する。通常時の話し方。特定の実在人物の声を模倣しない。,艶のある明るい中音域の女性声。語尾を伸ばす色っぽい甘さと、くノ一らしい快活で勝ち気な張りが同居する。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,艶のある明るい中音域の女性声。語尾を伸ばす色っぽい甘さと、くノ一らしい快活で勝ち気な張りが同居する。「日本一！」の勝利ポーズ／「超必殺忍蜂！」の技名叫び特定の実在人物の声を模倣しない。,艶のある明るい中音域の女性声。語尾を伸ばす色っぽい甘さと、くノ一らしい快活で勝ち気な張りが同居する。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,艶のある明るい中音域の女性声。語尾を伸ばす色っぽい甘さと、くノ一らしい快活で勝ち気な張りが同居する。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-04-20260907,空條承太郎,腹に響く深い低音の男声。感情を殺した無愛想で短い言い回しから、ラッシュ時の「オラオラ」で一気に張り上げる。通常時の話し方。特定の実在人物の声を模倣しない。,腹に響く深い低音の男声。感情を殺した無愛想で短い言い回しから、ラッシュ時の「オラオラ」で一気に張り上げる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,腹に響く深い低音の男声。感情を殺した無愛想で短い言い回しから、ラッシュ時の「オラオラ」で一気に張り上げる。「やれやれだぜ」の低い呟き／「スタープラチナ・ザ・ワールド！」の時止め宣言特定の実在人物の声を模倣しない。,腹に響く深い低音の男声。感情を殺した無愛想で短い言い回しから、ラッシュ時の「オラオラ」で一気に張り上げる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,腹に響く深い低音の男声。感情を殺した無愛想で短い言い回しから、ラッシュ時の「オラオラ」で一気に張り上げる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-05-20260907,洛克人,女性声優による少年ロボットの声。澄んだ高めの中音で、素直でまっすぐな明るさと決意のこもった張り。通常時の話し方。特定の実在人物の声を模倣しない。,女性声優による少年ロボットの声。澄んだ高めの中音で、素直でまっすぐな明るさと決意のこもった張り。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,女性声優による少年ロボットの声。澄んだ高めの中音で、素直でまっすぐな明るさと決意のこもった張り。「行くぞ、ワイリー！」の出撃宣言／チャージショット発射時の気合特定の実在人物の声を模倣しない。,女性声優による少年ロボットの声。澄んだ高めの中音で、素直でまっすぐな明るさと決意のこもった張り。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,女性声優による少年ロボットの声。澄んだ高めの中音で、素直でまっすぐな明るさと決意のこもった張り。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-06-20260907,卡比,幼児のような甲高くまるい声。言葉はほぼ無く「ぽよ」「ハーイ」「ぴょい」といった短い発声と掛け声で感情を表す。通常時の話し方。特定の実在人物の声を模倣しない。,幼児のような甲高くまるい声。言葉はほぼ無く「ぽよ」「ハーイ」「ぴょい」といった短い発声と掛け声で感情を表す。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,幼児のような甲高くまるい声。言葉はほぼ無く「ぽよ」「ハーイ」「ぴょい」といった短い発声と掛け声で感情を表す。吸い込み時の「んー…ぷはっ」／コピー能力発動の「ハイッ！」特定の実在人物の声を模倣しない。,幼児のような甲高くまるい声。言葉はほぼ無く「ぽよ」「ハーイ」「ぴょい」といった短い発声と掛け声で感情を表す。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,幼児のような甲高くまるい声。言葉はほぼ無く「ぽよ」「ハーイ」「ぴょい」といった短い発声と掛け声で感情を表す。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-07-20260907,西索,粘りつくように甘い中音の男声。語尾を「♦」「♠」で遊ぶような妖しい抑揚と、興奮すると裏返る恍惚の吐息。通常時の話し方。特定の実在人物の声を模倣しない。,粘りつくように甘い中音の男声。語尾を「♦」「♠」で遊ぶような妖しい抑揚と、興奮すると裏返る恍惚の吐息。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,粘りつくように甘い中音の男声。語尾を「♦」「♠」で遊ぶような妖しい抑揚と、興奮すると裏返る恍惚の吐息。「ゾクゾクするねぇ…♥」の恍惚／「バンジーガム」の技名を囁く特定の実在人物の声を模倣しない。,粘りつくように甘い中音の男声。語尾を「♦」「♠」で遊ぶような妖しい抑揚と、興奮すると裏返る恍惚の吐息。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,粘りつくように甘い中音の男声。語尾を「♦」「♠」で遊ぶような妖しい抑揚と、興奮すると裏返る恍惚の吐息。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-08-20260907,米卡莎,感情を抑えた落ち着いた低めの女性声。平坦でぶっきらぼうな短文が基調で、エレンが絡むと一気に切迫した叫びに変わる。通常時の話し方。特定の実在人物の声を模倣しない。,感情を抑えた落ち着いた低めの女性声。平坦でぶっきらぼうな短文が基調で、エレンが絡むと一気に切迫した叫びに変わる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,感情を抑えた落ち着いた低めの女性声。平坦でぶっきらぼうな短文が基調で、エレンが絡むと一気に切迫した叫びに変わる。「エレン…」の押し殺した呼びかけ／「行ってらっしゃい、エレン」特定の実在人物の声を模倣しない。,感情を抑えた落ち着いた低めの女性声。平坦でぶっきらぼうな短文が基調で、エレンが絡むと一気に切迫した叫びに変わる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,感情を抑えた落ち着いた低めの女性声。平坦でぶっきらぼうな短文が基調で、エレンが絡むと一気に切迫した叫びに変わる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-09-20260907,赫蘿,気品と余裕のある柔らかな中音の女性声。「わっち」「〜ぬし」の古風な花魁言葉で、からかうような甘えと賢狼の威厳を行き来する。通常時の話し方。特定の実在人物の声を模倣しない。,気品と余裕のある柔らかな中音の女性声。「わっち」「〜ぬし」の古風な花魁言葉で、からかうような甘えと賢狼の威厳を行き来する。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,気品と余裕のある柔らかな中音の女性声。「わっち」「〜ぬし」の古風な花魁言葉で、からかうような甘えと賢狼の威厳を行き来する。「わっちは賢狼ホロじゃ」の誇り高い名乗り／ロレンスをからかう含み笑い特定の実在人物の声を模倣しない。,気品と余裕のある柔らかな中音の女性声。「わっち」「〜ぬし」の古風な花魁言葉で、からかうような甘えと賢狼の威厳を行き来する。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,気品と余裕のある柔らかな中音の女性声。「わっち」「〜ぬし」の古風な花魁言葉で、からかうような甘えと賢狼の威厳を行き来する。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-10-20260907,魯路修,よく通る張りのある中音の若い男声。理知的で芝居がかった演説口調、ゼロとしては朗々と命令し、追い詰められると高笑いに転じる。通常時の話し方。特定の実在人物の声を模倣しない。,よく通る張りのある中音の若い男声。理知的で芝居がかった演説口調、ゼロとしては朗々と命令し、追い詰められると高笑いに転じる。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,よく通る張りのある中音の若い男声。理知的で芝居がかった演説口調、ゼロとしては朗々と命令し、追い詰められると高笑いに転じる。「ルルーシュ・ヴィ・ブリタニアが命じる——撃て！」のギアス命令特定の実在人物の声を模倣しない。,よく通る張りのある中音の若い男声。理知的で芝居がかった演説口調、ゼロとしては朗々と命令し、追い詰められると高笑いに転じる。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,よく通る張りのある中音の若い男声。理知的で芝居がかった演説口調、ゼロとしては朗々と命令し、追い詰められると高笑いに転じる。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-11-20260907,利姆路,少年とも少女ともつかない中性的で明るい中音。気さくなツッコミ口調と、魔王として低く凄む声を切り替える。通常時の話し方。特定の実在人物の声を模倣しない。,少年とも少女ともつかない中性的で明るい中音。気さくなツッコミ口調と、魔王として低く凄む声を切り替える。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,少年とも少女ともつかない中性的で明るい中音。気さくなツッコミ口調と、魔王として低く凄む声を切り替える。「大賢者、解析！」の指示／魔王覚醒時の静かな凄み特定の実在人物の声を模倣しない。,少年とも少女ともつかない中性的で明るい中音。気さくなツッコミ口調と、魔王として低く凄む声を切り替える。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,少年とも少女ともつかない中性的で明るい中音。気さくなツッコミ口調と、魔王として低く凄む声を切り替える。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-12-20260907,衛宮士郎,素朴で少し掠れた中音の若い男声。愚直な真面目さと、詠唱では淡々と抑えた語りから絞り出す気迫。通常時の話し方。特定の実在人物の声を模倣しない。,素朴で少し掠れた中音の若い男声。愚直な真面目さと、詠唱では淡々と抑えた語りから絞り出す気迫。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,素朴で少し掠れた中音の若い男声。愚直な真面目さと、詠唱では淡々と抑えた語りから絞り出す気迫。「投影、開始（トレース・オン）」の詠唱／「I am the bone of my sword」の宝具詠唱特定の実在人物の声を模倣しない。,素朴で少し掠れた中音の若い男声。愚直な真面目さと、詠唱では淡々と抑えた語りから絞り出す気迫。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,素朴で少し掠れた中音の若い男声。愚直な真面目さと、詠唱では淡々と抑えた語りから絞り出す気迫。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
community-review-13-20260907,朝田詩乃,クールで冷静な低めの女性声。感情を抑えた淡々とした狙撃手の口調に、ときおり照れや脆さがにじむ。通常時の話し方。特定の実在人物の声を模倣しない。,クールで冷静な低めの女性声。感情を抑えた淡々とした狙撃手の口調に、ときおり照れや脆さがにじむ。攻撃の瞬間の短い掛け声。息が強く乗り、鋭く切れる。特定の実在人物の声を模倣しない。,クールで冷静な低めの女性声。感情を抑えた淡々とした狙撃手の口調に、ときおり照れや脆さがにじむ。「ヘカートII」構え時の静かな集中／照れ隠しの「別に、あんたのためじゃない」特定の実在人物の声を模倣しない。,クールで冷静な低めの女性声。感情を抑えた淡々とした狙撃手の口調に、ときおり照れや脆さがにじむ。被弾の苦痛。短い呻きで、息が詰まる。特定の実在人物の声を模倣しない。,クールで冷静な低めの女性声。感情を抑えた淡々とした狙撃手の口調に、ときおり照れや脆さがにじむ。力尽きる最後の声。震えて弱まり、途切れる。特定の実在人物の声を模倣しない。
